user_id,product_id,action,timestamp,price,category
676,225,purchase,2026-01-27 13:07:17,470.6,Sports
443,228,view,2026-01-27 13:07:17,118.44,Clothing
756,172,purchase,2026-01-27 13:07:17,482.32,Sports
479,434,purchase,2026-01-27 13:07:17,12.51,Sports
672,116,purchase,2026-01-27 13:07:17,98.38,Sports
882,92,view,2026-01-27 13:07:17,474.42,Sports
154,179,view,2026-01-27 13:07:17,88.76,Books
467,423,view,2026-01-27 13:07:17,98.78,Sports
454,349,view,2026-01-27 13:07:17,26.79,Sports
362,436,view,2026-01-27 13:07:17,430.46,Home
