user_id,product_id,action,timestamp,price,category
696,160,view,2026-01-29 08:56:28,362.52,Sports
528,4,view,2026-01-29 08:56:28,359.34,Home
290,161,view,2026-01-29 08:56:28,125.63,Sports
101,416,purchase,2026-01-29 08:56:28,316.5,Books
272,273,purchase,2026-01-29 08:56:28,205.28,Toys
814,131,purchase,2026-01-29 08:56:28,320.07,Clothing
9,221,view,2026-01-29 08:56:28,205.14,Home
548,42,purchase,2026-01-29 08:56:28,494.71,Home
124,61,purchase,2026-01-29 08:56:28,425.35,Clothing
998,292,purchase,2026-01-29 08:56:28,52.55,Toys
