user_id,product_id,action,timestamp,price,category
110,96,purchase,2026-01-28 18:27:17,228.75,Books
210,165,view,2026-01-28 18:27:17,414.05,Home
80,136,purchase,2026-01-28 18:27:17,193.27,Electronics
148,378,view,2026-01-28 18:27:17,403.98,Clothing
564,2,view,2026-01-28 18:27:17,343.65,Sports
671,391,view,2026-01-28 18:27:17,460.07,Electronics
859,177,view,2026-01-28 18:27:17,131.01,Sports
232,463,view,2026-01-28 18:27:17,486.52,Sports
292,379,view,2026-01-28 18:27:17,449.71,Toys
817,426,view,2026-01-28 18:27:17,158.41,Sports
