user_id,product_id,action,timestamp,price,category
580,377,view,2026-01-28 20:54:56,63.78,Books
243,470,view,2026-01-28 20:54:56,383.74,Home
690,496,purchase,2026-01-28 20:54:56,7.15,Home
668,16,purchase,2026-01-28 20:54:56,375.71,Sports
443,438,purchase,2026-01-28 20:54:56,197.37,Clothing
408,41,view,2026-01-28 20:54:56,269.12,Electronics
225,379,view,2026-01-28 20:54:56,326.26,Sports
539,49,view,2026-01-28 20:54:56,210.28,Home
592,107,purchase,2026-01-28 20:54:56,478.53,Books
555,349,view,2026-01-28 20:54:56,137.9,Books
