user_id,product_id,action,timestamp,price,category
632,243,view,2026-01-28 21:54:19,430.26,Toys
144,112,purchase,2026-01-28 21:54:19,172.61,Toys
851,200,purchase,2026-01-28 21:54:19,171.35,Books
901,136,purchase,2026-01-28 21:54:19,247.77,Clothing
739,19,purchase,2026-01-28 21:54:19,190.56,Books
20,144,view,2026-01-28 21:54:19,8.22,Home
244,143,purchase,2026-01-28 21:54:19,349.23,Sports
530,94,view,2026-01-28 21:54:19,47.63,Electronics
39,45,view,2026-01-28 21:54:19,302.19,Toys
286,206,view,2026-01-28 21:54:19,387.02,Sports
